sequence_path,class_id,folder_label,type
data\include50\augmented_train\MVI_0003_aug1.npy,16,40. I,augmented_1
data\include50\augmented_train\MVI_0003_aug2.npy,16,40. I,augmented_2
data\include50\augmented_train\MVI_0003_aug3.npy,16,40. I,augmented_3
data\include50\sequences\Adjectives\87. hot\MVI_9410.npy,45,87. hot,original
data\include50\augmented_train\MVI_9410_aug1.npy,45,87. hot,augmented_1
data\include50\augmented_train\MVI_9410_aug2.npy,45,87. hot,augmented_2
data\include50\augmented_train\MVI_9410_aug3.npy,45,87. hot,augmented_3
data\include50\sequences\Animals\5. Cow\MVI_2992.npy,24,5. Cow,original
data\include50\augmented_train\MVI_2992_aug1.npy,24,5. Cow,augmented_1
data\include50\augmented_train\MVI_2992_aug2.npy,24,5. Cow,augmented_2
data\include50\augmented_train\MVI_2992_aug3.npy,24,5. Cow,augmented_3
data\include50\sequences\Places\19. House\MVI_3267.npy,5,19. House,original
data\include50\augmented_train\MVI_3267_aug1.npy,5,19. House,augmented_1
data\include50\augmented_train\MVI_3267_aug2.npy,5,19. House,augmented_2
data\include50\augmented_train\MVI_3267_aug3.npy,5,19. House,augmented_3
data\include50\sequences\Home\40. Paint\MVI_8819.npy,17,40. Paint,original
data\include50\augmented_train\MVI_8819_aug1.npy,17,40. Paint,augmented_1
data\include50\augmented_train\MVI_8819_aug2.npy,17,40. Paint,augmented_2
data\include50\augmented_train\MVI_8819_aug3.npy,17,40. Paint,augmented_3
data\include50\sequences\Greetings\51. Good Morning\MVI_9971.npy,25,51. Good Morning,original
data\include50\augmented_train\MVI_9971_aug1.npy,25,51. Good Morning,augmented_1
data\include50\augmented_train\MVI_9971_aug2.npy,25,51. Good Morning,augmented_2
data\include50\augmented_train\MVI_9971_aug3.npy,25,51. Good Morning,augmented_3
data\include50\sequences\Home\28. Window\MVI_4363.npy,10,28. Window,original
data\include50\augmented_train\MVI_4363_aug1.npy,10,28. Window,augmented_1
data\include50\augmented_train\MVI_4363_aug2.npy,10,28. Window,augmented_2
data\include50\augmented_train\MVI_4363_aug3.npy,10,28. Window,augmented_3
data\include50\sequences\Adjectives\84. small little\MVI_9321.npy,43,84. small little,original
data\include50\augmented_train\MVI_9321_aug1.npy,43,84. small little,augmented_1
data\include50\augmented_train\MVI_9321_aug2.npy,43,84. small little,augmented_2
data\include50\augmented_train\MVI_9321_aug3.npy,43,84. small little,augmented_3
data\include50\sequences\People\61. Father\MVI_5229.npy,31,61. Father,original
data\include50\augmented_train\MVI_5229_aug1.npy,31,61. Father,augmented_1
data\include50\augmented_train\MVI_5229_aug2.npy,31,61. Father,augmented_2
data\include50\augmented_train\MVI_5229_aug3.npy,31,61. Father,augmented_3
data\include50\sequences\Seasons\64. Fall\MVI_9133.npy,33,64. Fall,original
data\include50\augmented_train\MVI_9133_aug1.npy,33,64. Fall,augmented_1
data\include50\augmented_train\MVI_9133_aug2.npy,33,64. Fall,augmented_2
data\include50\augmented_train\MVI_9133_aug3.npy,33,64. Fall,augmented_3
data\include50\sequences\Home\28. Window\MVI_8768.npy,10,28. Window,original
data\include50\augmented_train\MVI_8768_aug1.npy,10,28. Window,augmented_1
data\include50\augmented_train\MVI_8768_aug2.npy,10,28. Window,augmented_2
data\include50\augmented_train\MVI_8768_aug3.npy,10,28. Window,augmented_3
data\include50\sequences\People\78. Girl\MVI_3818.npy,37,78. Girl,original
data\include50\augmented_train\MVI_3818_aug1.npy,37,78. Girl,augmented_1
data\include50\augmented_train\MVI_3818_aug2.npy,37,78. Girl,augmented_2
data\include50\augmented_train\MVI_3818_aug3.npy,37,78. Girl,augmented_3
data\include50\sequences\Colours\55. White\MVI_3891.npy,30,55. White,original
data\include50\augmented_train\MVI_3891_aug1.npy,30,55. White,augmented_1
data\include50\augmented_train\MVI_3891_aug2.npy,30,55. White,augmented_2
data\include50\augmented_train\MVI_3891_aug3.npy,30,55. White,augmented_3
data\include50\sequences\Means_of_Transportation\16. train ticket\MVI_3195.npy,4,16. train ticket,original
data\include50\augmented_train\MVI_3195_aug1.npy,4,16. train ticket,augmented_1
data\include50\augmented_train\MVI_3195_aug2.npy,4,16. train ticket,augmented_2
data\include50\augmented_train\MVI_3195_aug3.npy,4,16. train ticket,augmented_3
data\include50\sequences\Adjectives\79. short\MVI_9461.npy,40,79. short,original
data\include50\augmented_train\MVI_9461_aug1.npy,40,79. short,augmented_1
data\include50\augmented_train\MVI_9461_aug2.npy,40,79. short,augmented_2
data\include50\augmented_train\MVI_9461_aug3.npy,40,79. short,augmented_3
data\include50\sequences\Animals\4. Bird\MVI_4157.npy,15,4. Bird,original
data\include50\augmented_train\MVI_4157_aug1.npy,15,4. Bird,augmented_1
data\include50\augmented_train\MVI_4157_aug2.npy,15,4. Bird,augmented_2
data\include50\augmented_train\MVI_4157_aug3.npy,15,4. Bird,augmented_3
data\include50\sequences\Places\28. Store or Shop\MVI_3475.npy,9,28. Store or Shop,original
data\include50\augmented_train\MVI_3475_aug1.npy,9,28. Store or Shop,augmented_1
data\include50\augmented_train\MVI_3475_aug2.npy,9,28. Store or Shop,augmented_2
data\include50\augmented_train\MVI_3475_aug3.npy,9,28. Store or Shop,augmented_3
data\include50\sequences\Society\2. Death\MVI_4255.npy,6,2. Death,original
data\include50\augmented_train\MVI_4255_aug1.npy,6,2. Death,augmented_1
data\include50\augmented_train\MVI_4255_aug2.npy,6,2. Death,augmented_2
data\include50\augmented_train\MVI_4255_aug3.npy,6,2. Death,augmented_3
data\include50\sequences\Places\23. Court\MVI_3455.npy,8,23. Court,original
data\include50\augmented_train\MVI_3455_aug1.npy,8,23. Court,augmented_1
data\include50\augmented_train\MVI_3455_aug2.npy,8,23. Court,augmented_2
data\include50\augmented_train\MVI_3455_aug3.npy,8,23. Court,augmented_3
data\include50\sequences\Colours\55. White\MVI_3744.npy,30,55. White,original
data\include50\augmented_train\MVI_3744_aug1.npy,30,55. White,augmented_1
data\include50\augmented_train\MVI_3744_aug2.npy,30,55. White,augmented_2
data\include50\augmented_train\MVI_3744_aug3.npy,30,55. White,augmented_3
data\include50\sequences\Pronouns\40. I\MVI_9918.npy,16,40. I,original
data\include50\augmented_train\MVI_9918_aug1.npy,16,40. I,augmented_1
data\include50\augmented_train\MVI_9918_aug2.npy,16,40. I,augmented_2
data\include50\augmented_train\MVI_9918_aug3.npy,16,40. I,augmented_3
data\include50\sequences\Adjectives\79. short\MVI_5110.npy,40,79. short,original
data\include50\augmented_train\MVI_5110_aug1.npy,40,79. short,augmented_1
data\include50\augmented_train\MVI_5110_aug2.npy,40,79. short,augmented_2
data\include50\augmented_train\MVI_5110_aug3.npy,40,79. short,augmented_3
data\include50\sequences\Jobs\91. Priest\MVI_4487.npy,46,91. Priest,original
data\include50\augmented_train\MVI_4487_aug1.npy,46,91. Priest,augmented_1
data\include50\augmented_train\MVI_4487_aug2.npy,46,91. Priest,augmented_2
data\include50\augmented_train\MVI_4487_aug3.npy,46,91. Priest,augmented_3
data\include50\sequences\Places\35. Bank\MVI_3582.npy,13,35. Bank,original
data\include50\augmented_train\MVI_3582_aug1.npy,13,35. Bank,augmented_1
data\include50\augmented_train\MVI_3582_aug2.npy,13,35. Bank,augmented_2
data\include50\augmented_train\MVI_3582_aug3.npy,13,35. Bank,augmented_3
data\include50\sequences\Adjectives\94. good\MVI_5158.npy,48,94. good,original
data\include50\augmented_train\MVI_5158_aug1.npy,48,94. good,augmented_1
data\include50\augmented_train\MVI_5158_aug2.npy,48,94. good,augmented_2
data\include50\augmented_train\MVI_5158_aug3.npy,48,94. good,augmented_3
data\include50\sequences\Adjectives\91. new\MVI_9259.npy,47,91. new,original
data\include50\augmented_train\MVI_9259_aug1.npy,47,91. new,augmented_1
data\include50\augmented_train\MVI_9259_aug2.npy,47,91. new,augmented_2
data\include50\augmented_train\MVI_9259_aug3.npy,47,91. new,augmented_3
data\include50\sequences\Adjectives\78. long\MVI_9379.npy,39,78. long,original
data\include50\augmented_train\MVI_9379_aug1.npy,39,78. long,augmented_1
data\include50\augmented_train\MVI_9379_aug2.npy,39,78. long,augmented_2
data\include50\augmented_train\MVI_9379_aug3.npy,39,78. long,augmented_3
data\include50\sequences\Places\35. Bank\MVI_3337.npy,13,35. Bank,original
data\include50\augmented_train\MVI_3337_aug1.npy,13,35. Bank,augmented_1
data\include50\augmented_train\MVI_3337_aug2.npy,13,35. Bank,augmented_2
data\include50\augmented_train\MVI_3337_aug3.npy,13,35. Bank,augmented_3
data\include50\sequences\Seasons\64. Fall\MVI_4580.npy,33,64. Fall,original
data\include50\augmented_train\MVI_4580_aug1.npy,33,64. Fall,augmented_1
data\include50\augmented_train\MVI_4580_aug2.npy,33,64. Fall,augmented_2
data\include50\augmented_train\MVI_4580_aug3.npy,33,64. Fall,augmented_3
data\include50\sequences\Home\28. Window\MVI_9014.npy,10,28. Window,original
data\include50\augmented_train\MVI_9014_aug1.npy,10,28. Window,augmented_1
data\include50\augmented_train\MVI_9014_aug2.npy,10,28. Window,augmented_2
data\include50\augmented_train\MVI_9014_aug3.npy,10,28. Window,augmented_3
data\include50\sequences\Home\34. Pen\MVI_4390.npy,12,34. Pen,original
data\include50\augmented_train\MVI_4390_aug1.npy,12,34. Pen,augmented_1
data\include50\augmented_train\MVI_4390_aug2.npy,12,34. Pen,augmented_2
data\include50\augmented_train\MVI_4390_aug3.npy,12,34. Pen,augmented_3
data\include50\sequences\Pronouns\44. it\MVI_9971.npy,20,44. it,original
data\include50\augmented_train\MVI_9971_aug1.npy,20,44. it,augmented_1
data\include50\augmented_train\MVI_9971_aug2.npy,20,44. it,augmented_2
data\include50\augmented_train\MVI_9971_aug3.npy,20,44. it,augmented_3
data\include50\sequences\Adjectives\87. hot\MVI_5297.npy,45,87. hot,original
data\include50\augmented_train\MVI_5297_aug1.npy,45,87. hot,augmented_1
data\include50\augmented_train\MVI_5297_aug2.npy,45,87. hot,augmented_2
data\include50\augmented_train\MVI_5297_aug3.npy,45,87. hot,augmented_3
data\include50\sequences\Places\19. House\MVI_3436.npy,5,19. House,original
data\include50\augmented_train\MVI_3436_aug1.npy,5,19. House,augmented_1
data\include50\augmented_train\MVI_3436_aug2.npy,5,19. House,augmented_2
data\include50\augmented_train\MVI_3436_aug3.npy,5,19. House,augmented_3
data\include50\sequences\Society\14. Election\MVI_4840.npy,3,14. Election,original
data\include50\augmented_train\MVI_4840_aug1.npy,3,14. Election,augmented_1
data\include50\augmented_train\MVI_4840_aug2.npy,3,14. Election,augmented_2
data\include50\augmented_train\MVI_4840_aug3.npy,3,14. Election,augmented_3
data\include50\sequences\Society\14. Election\MVI_4306.npy,3,14. Election,original
data\include50\augmented_train\MVI_4306_aug1.npy,3,14. Election,augmented_1
data\include50\augmented_train\MVI_4306_aug2.npy,3,14. Election,augmented_2
data\include50\augmented_train\MVI_4306_aug3.npy,3,14. Election,augmented_3
data\include50\sequences\Places\35. Bank\MVI_3581.npy,13,35. Bank,original
data\include50\augmented_train\MVI_3581_aug1.npy,13,35. Bank,augmented_1
data\include50\augmented_train\MVI_3581_aug2.npy,13,35. Bank,augmented_2
data\include50\augmented_train\MVI_3581_aug3.npy,13,35. Bank,augmented_3
data\include50\sequences\Jobs\84. Teacher\MVI_4458.npy,42,84. Teacher,original
data\include50\augmented_train\MVI_4458_aug1.npy,42,84. Teacher,augmented_1
data\include50\augmented_train\MVI_4458_aug2.npy,42,84. Teacher,augmented_2
data\include50\augmented_train\MVI_4458_aug3.npy,42,84. Teacher,augmented_3
data\include50\sequences\Pronouns\46. you (plural)\MVI_0021.npy,21,46. you (plural),original
data\include50\augmented_train\MVI_0021_aug1.npy,21,46. you (plural),augmented_1
data\include50\augmented_train\MVI_0021_aug2.npy,21,46. you (plural),augmented_2
data\include50\augmented_train\MVI_0021_aug3.npy,21,46. you (plural),augmented_3
data\include50\sequences\Adjectives\83. big large\MVI_9233.npy,41,83. big large,original
data\include50\augmented_train\MVI_9233_aug1.npy,41,83. big large,augmented_1
data\include50\augmented_train\MVI_9233_aug2.npy,41,83. big large,augmented_2
data\include50\augmented_train\MVI_9233_aug3.npy,41,83. big large,augmented_3
data\include50\sequences\Animals\4. Bird\MVI_3037.npy,15,4. Bird,original
data\include50\augmented_train\MVI_3037_aug1.npy,15,4. Bird,augmented_1
data\include50\augmented_train\MVI_3037_aug2.npy,15,4. Bird,augmented_2
data\include50\augmented_train\MVI_3037_aug3.npy,15,4. Bird,augmented_3
data\include50\sequences\Seasons\61. Summer\MVI_4565.npy,32,61. Summer,original
data\include50\augmented_train\MVI_4565_aug1.npy,32,61. Summer,augmented_1
data\include50\augmented_train\MVI_4565_aug2.npy,32,61. Summer,augmented_2
data\include50\augmented_train\MVI_4565_aug3.npy,32,61. Summer,augmented_3
data\include50\sequences\Adjectives\84. small little\MVI_9238.npy,43,84. small little,original
data\include50\augmented_train\MVI_9238_aug1.npy,43,84. small little,augmented_1
data\include50\augmented_train\MVI_9238_aug2.npy,43,84. small little,augmented_2
data\include50\augmented_train\MVI_9238_aug3.npy,43,84. small little,augmented_3
data\include50\sequences\Pronouns\46. you (plural)\MVI_9909.npy,21,46. you (plural),original
data\include50\augmented_train\MVI_9909_aug1.npy,21,46. you (plural),augmented_1
data\include50\augmented_train\MVI_9909_aug2.npy,21,46. you (plural),augmented_2
data\include50\augmented_train\MVI_9909_aug3.npy,21,46. you (plural),augmented_3
data\include50\sequences\Adjectives\84. small little\MVI_5208.npy,43,84. small little,original
data\include50\augmented_train\MVI_5208_aug1.npy,43,84. small little,augmented_1
data\include50\augmented_train\MVI_5208_aug2.npy,43,84. small little,augmented_2
data\include50\augmented_train\MVI_5208_aug3.npy,43,84. small little,augmented_3
data\include50\sequences\People\77. Boy\MVI_4981.npy,36,77. Boy,original
data\include50\augmented_train\MVI_4981_aug1.npy,36,77. Boy,augmented_1
data\include50\augmented_train\MVI_4981_aug2.npy,36,77. Boy,augmented_2
data\include50\augmented_train\MVI_4981_aug3.npy,36,77. Boy,augmented_3
data\include50\sequences\Places\19. House\MVI_3513.npy,5,19. House,original
data\include50\augmented_train\MVI_3513_aug1.npy,5,19. House,augmented_1
data\include50\augmented_train\MVI_3513_aug2.npy,5,19. House,augmented_2
data\include50\augmented_train\MVI_3513_aug3.npy,5,19. House,augmented_3
data\include50\sequences\Seasons\61. Summer\MVI_4567.npy,32,61. Summer,original
data\include50\augmented_train\MVI_4567_aug1.npy,32,61. Summer,augmented_1
data\include50\augmented_train\MVI_4567_aug2.npy,32,61. Summer,augmented_2
data\include50\augmented_train\MVI_4567_aug3.npy,32,61. Summer,augmented_3
data\include50\sequences\Colours\55. White\MVI_3745.npy,30,55. White,original
data\include50\augmented_train\MVI_3745_aug1.npy,30,55. White,augmented_1
data\include50\augmented_train\MVI_3745_aug2.npy,30,55. White,augmented_2
data\include50\augmented_train\MVI_3745_aug3.npy,30,55. White,augmented_3
data\include50\sequences\Days_and_Time\78. Year\MVI_5494.npy,38,78. Year,original
data\include50\augmented_train\MVI_5494_aug1.npy,38,78. Year,augmented_1
data\include50\augmented_train\MVI_5494_aug2.npy,38,78. Year,augmented_2
data\include50\augmented_train\MVI_5494_aug3.npy,38,78. Year,augmented_3
data\include50\sequences\People\77. Boy\MVI_5287.npy,36,77. Boy,original
data\include50\augmented_train\MVI_5287_aug1.npy,36,77. Boy,augmented_1
data\include50\augmented_train\MVI_5287_aug2.npy,36,77. Boy,augmented_2
data\include50\augmented_train\MVI_5287_aug3.npy,36,77. Boy,augmented_3
data\include50\sequences\Means_of_Transportation\16. train ticket\MVI_3196.npy,4,16. train ticket,original
data\include50\augmented_train\MVI_3196_aug1.npy,4,16. train ticket,augmented_1
data\include50\augmented_train\MVI_3196_aug2.npy,4,16. train ticket,augmented_2
data\include50\augmented_train\MVI_3196_aug3.npy,4,16. train ticket,augmented_3
data\include50\sequences\Animals\5. Cow\MVI_3015.npy,24,5. Cow,original
data\include50\augmented_train\MVI_3015_aug1.npy,24,5. Cow,augmented_1
data\include50\augmented_train\MVI_3015_aug2.npy,24,5. Cow,augmented_2
data\include50\augmented_train\MVI_3015_aug3.npy,24,5. Cow,augmented_3
data\include50\sequences\Society\2. Death\MVI_4800.npy,6,2. Death,original
data\include50\augmented_train\MVI_4800_aug1.npy,6,2. Death,augmented_1
data\include50\augmented_train\MVI_4800_aug2.npy,6,2. Death,augmented_2
data\include50\augmented_train\MVI_4800_aug3.npy,6,2. Death,augmented_3
data\include50\sequences\Home\28. Window\MVI_9015.npy,10,28. Window,original
data\include50\augmented_train\MVI_9015_aug1.npy,10,28. Window,augmented_1
data\include50\augmented_train\MVI_9015_aug2.npy,10,28. Window,augmented_2
data\include50\augmented_train\MVI_9015_aug3.npy,10,28. Window,augmented_3
data\include50\sequences\Days_and_Time\78. Year\MVI_9178.npy,38,78. Year,original
data\include50\augmented_train\MVI_9178_aug1.npy,38,78. Year,augmented_1
data\include50\augmented_train\MVI_9178_aug2.npy,38,78. Year,augmented_2
data\include50\augmented_train\MVI_9178_aug3.npy,38,78. Year,augmented_3
data\include50\sequences\Adjectives\87. hot\MVI_9329.npy,45,87. hot,original
data\include50\augmented_train\MVI_9329_aug1.npy,45,87. hot,augmented_1
data\include50\augmented_train\MVI_9329_aug2.npy,45,87. hot,augmented_2
data\include50\augmented_train\MVI_9329_aug3.npy,45,87. hot,augmented_3
data\include50\sequences\Adjectives\2. quiet\MVI_5181.npy,7,2. quiet,original
data\include50\augmented_train\MVI_5181_aug1.npy,7,2. quiet,augmented_1
data\include50\augmented_train\MVI_5181_aug2.npy,7,2. quiet,augmented_2
data\include50\augmented_train\MVI_5181_aug3.npy,7,2. quiet,augmented_3
data\include50\sequences\Home\34. Pen\MVI_4388.npy,12,34. Pen,original
data\include50\augmented_train\MVI_4388_aug1.npy,12,34. Pen,augmented_1
data\include50\augmented_train\MVI_4388_aug2.npy,12,34. Pen,augmented_2
data\include50\augmented_train\MVI_4388_aug3.npy,12,34. Pen,augmented_3
data\include50\sequences\Adjectives\79. short\MVI_9463.npy,40,79. short,original
